atc_code	atc_name	snomed_code	snomed_label	ddd	uom	adm_r	note
B01AE06	bivalirudin	129498009	Bivalirudin (substance)	0.25	g	P	NA
B01AE07	dabigatran etexilate	700029008	Dabigatran etexilate (substance)	0.3	g	O	NA
B01AF01	rivaroxaban	442031002	Rivaroxaban (substance)	20	mg	O	NA
B01AF02	apixaban	698090000	Apixaban (substance)	10	mg	O	NA
B01AF03	edoxaban	712778008	Edoxaban (substance)	60	mg	O	NA
B01AX01	defibrotide	442263003	Defibrotide (substance)	1.75	g	P	NA
B01AX05	fondaparinux	708189008	Fondaparinux (substance)	2.5	mg	P	NA
B01AX07	caplacizumab	784411004	Caplacizumab (substance)	10	mg	P	NA
B02AA01	aminocaproic acid	59882007	Aminocaproic acid (substance)	16	g	O	NA
B02AA01	aminocaproic acid	59882007	Aminocaproic acid (substance)	16	g	P	NA
B02AA02	tranexamic acid	386960009	Tranexamic acid (substance)	2	g	O	NA
B02AA02	tranexamic acid	386960009	Tranexamic acid (substance)	2	g	P	NA
B02AB01	aprotinin	386961008	Aprotinin (substance)	500	TU	P	NA
B02BA01	phytomenadione	66656000	Phytomenadione (substance)	20	mg	O	NA
B02BA01	phytomenadione	66656000	Phytomenadione (substance)	20	mg	P	NA
B02BA02	menadione	412244007	Menadione (substance)	10	mg	O	NA
B02BA02	menadione	412244007	Menadione (substance)	2	mg	P	NA
B02BB01	"fibrinogen, human"	418326009	Human fibrinogen (substance)	5	g	P	NA
B02BX04	romiplostim	439122000	Romiplostim (substance)	30	mcg	P	NA
B02BX05	eltrombopag	432005001	Eltrombopag (substance)	50	mg	O	NA
B02BX06	emicizumab	763611007	Emicizumab (substance)	15	mg	P	NA
B03AA01	ferrous glycine sulfate	396058007	Ferrous glycine sulfate (substance)	0.2	g	O	Fe2+
B03AA02	ferrous fumarate	387289009	Ferrous fumarate (substance)	0.2	g	O	Fe2+
B03AA03	ferrous gluconate	387147005	Ferrous gluconate (substance)	0.2	g	O	Fe2+
B03AA04	ferrous carbonate	55540005	Ferrous carbonate (substance)	0.2	g	O	Fe2+
B03AA05	ferrous chloride	76617007	Ferrous chloride (substance)	0.2	g	O	Fe2+
B03AA06	ferrous succinate	419213004	Ferrous succinate (substance)	0.2	g	O	Fe2+
B03AA07	ferrous sulfate	387402000	Ferrous sulfate (substance)	0.2	g	O	Fe2+
B03AB01	ferric sodium citrate	763035003	Ferric citrate (substance)	0.75	g	O	Fe3+
B03AB03	sodium feredetate	395880000	Sodium feredetate (substance)	0.17	g	O	Fe3+
B03BA01	cyanocobalamin	419382002	Cyanocobalamin (substance)	70	mcg	N	NA
B03BA01	cyanocobalamin	419382002	Cyanocobalamin (substance)	1	mg	O	NA
B03BA01	cyanocobalamin	419382002	Cyanocobalamin (substance)	20	mcg	P	NA
B03BA03	hydroxocobalamin	1217428002	Hydroxocobalamin (substance)	20	mcg	P	NA
B03BA05	mecobalamin	259512006	Mecobalamin (substance)	1.5	mg	O	NA
B03BA05	mecobalamin	259512006	Mecobalamin (substance)	0.2	mg	P	NA
B03BB01	folic acid	63718003	Folic acid (substance)	0.4	mg	O	prophylactic dose
B03BB01	folic acid	63718003	Folic acid (substance)	10	mg	P	therapeutic dose
B03XA01	erythropoietin	83042003	Erythropoietin (substance)	1	TU	P	NA
B03XA02	darbepoetin alfa	385608005	Darbepoetin alfa (substance)	4.5	mcg	P	NA
B03XA03	methoxy polyethylene glycol-epoetin beta	425913002	Methoxy polyethylene glycol-epoetin beta (substance)	4	mcg	P	NA
B06AC02	icatibant	703834005	Icatibant (substance)	30	mg	P	NA
B06AC04	conestat alfa	713468002	Conestat alfa (substance)	3.5	TU	P	NA
B06AC05	lanadelumab	773956002	Lanadelumab (substance)	21.4	mg	P	NA
C01AA04	digitoxin	373534001	Digitoxin (substance)	0.1	mg	O	NA
C01AA04	digitoxin	373534001	Digitoxin (substance)	0.1	mg	P	NA
C01AA05	digoxin	387461009	Digoxin (substance)	0.25	mg	O	NA
C01AA05	digoxin	387461009	Digoxin (substance)	0.25	mg	P	NA
C01AA06	lanatoside C	387338006	Lanatoside C (substance)	1	mg	O	NA
C01AA06	lanatoside C	387338006	Lanatoside C (substance)	1	mg	R	NA
C01AA07	deslanoside	16214005	Deslanoside (substance)	1	mg	P	Acute treatment
C01AA08	metildigoxin	418574005	Metildigoxin (substance)	0.2	mg	O	NA
C01AA08	metildigoxin	418574005	Metildigoxin (substance)	0.2	mg	P	NA
C01AC01	g-strophanthin	35966009	Ouabain (substance)	0.25	mg	P	NA
C01AC03	cymarin	13722006	Cymarin (substance)	2.5	mg	O	NA
C01BA01	quinidine	372697008	Quinidine (substance)	1.2	g	O	NA
C01BA02	procainamide	372589008	Procainamide (substance)	3	g	O	NA
C01BA02	procainamide	372589008	Procainamide (substance)	3	g	P	NA
C01BA03	disopyramide	372844004	Disopyramide (substance)	0.4	g	O	NA
C01BA03	disopyramide	372844004	Disopyramide (substance)	0.4	g	P	NA
C01BA04	sparteine	377002	Sparteine (substance)	0.2	g	P	NA
C01BA05	ajmaline	1156230005	Ajmaline (substance)	0.3	g	O	NA
C01BB01	lidocaine	387480006	Lidocaine (substance)	3	g	P	NA
C01BB02	mexiletine	372909002	Mexiletine (substance)	0.8	g	O	NA
C01BB02	mexiletine	372909002	Mexiletine (substance)	0.8	g	P	NA
C01BB03	tocainide	372479006	Tocainide (substance)	1.2	g	O	NA
C01BB03	tocainide	372479006	Tocainide (substance)	1.2	g	P	NA
C01BB04	aprindine	413431008	Acridine (substance)	0.1	g	O	NA
C01BB04	aprindine	413431008	Acridine (substance)	0.1	g	P	NA
C01BC03	propafenone	372910007	Propafenone (substance)	0.3	g	O	NA
C01BC03	propafenone	372910007	Propafenone (substance)	0.3	g	P	NA
C01BC04	flecainide	372751001	Flecainide (substance)	0.2	g	O	NA
C01BC04	flecainide	372751001	Flecainide (substance)	0.2	g	P	NA
C01BC08	encainide	372749000	Encainide (substance)	0.1	g	O	NA
C01BD01	amiodarone	372821002	Amiodarone (substance)	0.2	g	O	NA
C01BD01	amiodarone	372821002	Amiodarone (substance)	0.2	g	P	NA
C01BD05	ibutilide	372500009	Ibutilide (substance)	1	mg	P	NA
C01BD07	dronedarone	443195003	Dronedarone (substance)	0.8	g	O	NA
C01BG01	moracizine	373726009	Moracizine (substance)	0.75	g	O	NA
C01BG11	vernakalant	698874004	Vernakalant (substance)	0.2	g	P	NA
C01CA01	etilefrine	96255000	Etilefrine (substance)	50	mg	O	NA
C01CA01	etilefrine	96255000	Etilefrine (substance)	50	mg	P	NA
C01CA02	isoprenaline	372781009	Isoprenaline (substance)	90	mg	O	NA
C01CA02	isoprenaline	372781009	Isoprenaline (substance)	90	mg	P	NA
C01CA03	norepinephrine	45555007	Norepinephrine (substance)	6	mg	P	NA
C01CA04	dopamine	412383006	Dopamine (substance)	0.5	g	P	NA
C01CA05	norfenefrine	96256004	Norfenefrine (substance)	25	mg	O	NA
C01CA06	phenylephrine	372771005	Phenylephrine (substance)	4	mg	P	NA
C01CA07	dobutamine	387145002	Dobutamine (substance)	0.5	g	P	NA
C01CA08	oxedrine	419339003	Oxedrine (substance)	0.2	g	O	NA
C01CA08	oxedrine	419339003	Oxedrine (substance)	0.2	g	P	NA
C01CA09	metaraminol	372728001	Metaraminol (substance)	50	mg	P	NA
C01CA10	methoxamine	372769005	Methoxamine (substance)	30	mg	P	NA
C01CA11	mephentermine	38648002	Mephentermine (substance)	30	mg	P	NA
C01CA14	dopexamine	419490003	Dopexamine (substance)	0.5	g	P	NA
C01CA16	ibopamine	717169003	Ibopamine (substance)	0.3	g	O	NA
C01CA17	midodrine	372504000	Midodrine (substance)	30	mg	O	NA
C01CA24	epinephrine	387362001	Epinephrine (substance)	0.5	mg	P	NA
C01CA26	ephedrine	387358007	Ephedrine (substance)	50	mg	P	NA
C01CA27	droxidopa	426390004	Droxidopa (substance)	1	g	O	NA
C01CE01	amrinone	412411004	Amrinone (substance)	0.5	g	P	NA
C01CE02	milrinone	373441005	Milrinone (substance)	50	mg	P	NA
C01CE03	enoximone	396042009	Enoximone (substance)	1	g	P	NA
C01CX07	xamoterol	418668004	Xamoterol (substance)	0.4	g	O	NA
C01CX08	levosimendan	442795003	Levosimendan (substance)	11	mg	P	NA
C01DA02	glyceryl trinitrate	387404004	Glyceryl trinitrate (substance)	5	mg	O	NA
C01DA02	glyceryl trinitrate	387404004	Glyceryl trinitrate (substance)	2.5	mg	oral aerosol	NA
C01DA02	glyceryl trinitrate	387404004	Glyceryl trinitrate (substance)	2.5	mg	SL	NA
C01DA02	glyceryl trinitrate	387404004	Glyceryl trinitrate (substance)	5	mg	TD	NA
C01DA05	pentaerithrityl tetranitrate	386836006	Pentaerithrityl tetranitrate (substance)	0.12	g	O	NA
C01DA08	isosorbide dinitrate	387332007	Isosorbide dinitrate (substance)	60	mg	O	NA
C01DA08	isosorbide dinitrate	387332007	Isosorbide dinitrate (substance)	20	mg	oral aerosol	NA
C01DA08	isosorbide dinitrate	387332007	Isosorbide dinitrate (substance)	20	mg	SL	NA
C01DA08	isosorbide dinitrate	387332007	Isosorbide dinitrate (substance)	0.1	g	TD	NA
C01DA13	eritrityl tetranitrate	62368002	Eritrityl tetranitrate (substance)	90	mg	O	NA
C01DA14	isosorbide mononitrate	386854005	Isosorbide mononitrate (substance)	40	mg	O	NA
C01DX02	prenylamine	387288001	Prenylamine (substance)	0.12	g	O	NA
C01DX03	oxyfedrine	419339003	Oxedrine (substance)	40	mg	O	NA
C01DX03	oxyfedrine	419339003	Oxedrine (substance)	40	mg	P	NA
C01DX08	heptaminol	96259006	Heptaminol (substance)	0.45	g	O	NA
C01DX08	heptaminol	96259006	Heptaminol (substance)	0.45	g	P	NA
C01DX09	imolamine	717169003	Ibopamine (substance)	90	mg	O	NA
C01DX16	nicorandil	395809002	Nicorandil (substance)	40	mg	O	NA
C01DX19	nesiritide	385678006	Nesiritide (substance)	1.5	mg	P	NA
C01EA01	alprostadil	48988008	Alprostadil (substance)	0.5	mg	P	NA
C01EB10	adenosine	35431001	Adenosine (substance)	15	mg	P	NA
C01EB15	trimetazidine	703365009	Trimetazidine (substance)	40	mg	O	NA
C01EB16	ibuprofen	387207008	Ibuprofen (substance)	30	mg	P	NA
C01EB17	ivabradine	421228002	Ivabradine (substance)	10	mg	O	NA
C01EB18	ranolazine	420365007	Ranolazine (substance)	1.5	g	O	NA
C01EB21	regadenoson	430242005	Regadenoson (substance)	0.4	mg	P	NA
C02AA02	reserpine	387447004	Reserpine (substance)	0.5	mg	O	NA
C02AA02	reserpine	387447004	Reserpine (substance)	0.5	mg	P	NA
C02AC01	clonidine	372805007	Clonidine (substance)	0.45	mg	O	NA
C02AC01	clonidine	372805007	Clonidine (substance)	0.45	mg	P	NA
C02AC02	guanfacine	372507007	Guanfacine (substance)	3	mg	O	NA
C02AC04	tolonidine	42566009	Toluidine (substance)	0.75	mg	O	NA
C02AC05	moxonidine	395805008	Moxonidine (substance)	0.3	mg	O	NA
C02BA01	trimetaphan	373771001	Trimetaphan (substance)	0.25	g	P	NA
C02CA01	prazosin	387433003	Prazosin (substance)	5	mg	O	NA
C02CA04	doxazosin	372508002	Doxazosin (substance)	4	mg	O	NA
C02CA06	urapidil	698807007	Urapidil (substance)	0.12	g	O	NA
C02CA06	urapidil	698807007	Urapidil (substance)	50	mg	P	NA
C02CC01	betanidine	418981008	Betanidine (substance)	0.1	g	O	NA
C02CC02	guanethidine	387456007	Guanethidine (substance)	30	mg	O	NA
C02CC04	debrisoquine	396010003	Debrisoquine (substance)	20	mg	O	NA
C02CC07	guanoxabenz	372867002	Guanabenz (substance)	25	mg	O	NA
C02DA01	diazoxide	387328001	Diazoxide (substance)	0.3	g	P	NA
C02DB01	dihydralazine	703113001	Dihydralazine (substance)	75	mg	O	NA
C02DB01	dihydralazine	703113001	Dihydralazine (substance)	25	mg	P	NA
C02DB02	hydralazine	387125005	Hydralazine (substance)	0.1	g	O	NA
C02DC01	minoxidil	387272001	Minoxidil (substance)	20	mg	O	NA
C02DD01	nitroprusside	372860000	Nitroprusside (substance)	50	mg	P	NA
C02KD01	ketanserin	442141001	Ketanserin (substance)	40	mg	O	NA
C02KD01	ketanserin	442141001	Ketanserin (substance)	40	mg	P	NA
C02KX01	bosentan	385559004	Bosentan (substance)	0.25	g	O	NA
C02KX02	ambrisentan	428159003	Ambrisentan (substance)	7.5	mg	O	NA
C02KX03	sitaxentan	428709002	Sitaxentan (substance)	0.1	g	O	NA
C02KX04	macitentan	710283008	Macitentan (substance)	10	mg	O	NA
C02KX05	riociguat	713333001	Riociguat (substance)	4.5	mg	O	NA
C03AA01	bendroflumethiazide	387520007	Bendroflumethiazide (substance)	2.5	mg	O	NA
C03AA02	hydroflumethiazide	395946004	Hydroflumethiazide (substance)	25	mg	O	NA
C03AA03	hydrochlorothiazide	387525002	Hydrochlorothiazide (substance)	25	mg	O	NA
C03AA04	chlorothiazide	372782002	Chlorothiazide (substance)	0.5	g	O	NA
C03AA05	polythiazide	387492006	Polythiazide (substance)	1	mg	O	NA
C03AA06	trichlormethiazide	11473005	Trichlormethiazide (substance)	4	mg	O	NA
C03AA07	cyclopenthiazide	396009008	Cyclopenthiazide (substance)	0.5	mg	O	NA
C03AA08	methyclothiazide	387373008	Methyclothiazide (substance)	5	mg	O	NA
C03AA09	cyclothiazide	37006008	Cyclothiazide (substance)	5	mg	O	NA
C03BA02	quinethazone	41261002	Quinethazone (substance)	50	mg	O	NA
C03BA03	clopamide	395940005	Clopamide (substance)	10	mg	O	NA
C03BA04	chlortalidone	387324004	Chlortalidone (substance)	25	mg	O	NA
C03BA05	mefruside	406772008	Mefruside (substance)	25	mg	O	NA
C03BA08	metolazone	387123003	Metolazone (substance)	5	mg	O	NA
C03BA10	xipamide	395923001	Xipamide (substance)	20	mg	O	NA
C03BA11	indapamide	387419003	Indapamide (substance)	2.5	mg	O	NA
C03BD01	theobromine	75371004	Theobromine (substance)	4	g	O	NA
C03CA01	furosemide	387475002	Furosemide (substance)	40	mg	O	NA
C03CA01	furosemide	387475002	Furosemide (substance)	40	mg	P	NA
C03CA02	bumetanide	387498005	Bumetanide (substance)	1	mg	O	NA
C03CA02	bumetanide	387498005	Bumetanide (substance)	1	mg	P	NA
C03CA04	torasemide	108476002	Torasemide (substance)	15	mg	O	NA
C03CA04	torasemide	108476002	Torasemide (substance)	15	mg	P	NA
C03CC01	etacrynic acid	373536004	Etacrynic acid (substance)	50	mg	O	NA
C03CC01	etacrynic acid	373536004	Etacrynic acid (substance)	50	mg	P	NA
C03DA01	spironolactone	387078006	Spironolactone (substance)	75	mg	O	NA
C03DA02	potassium canrenoate	419615001	Potassium canrenoate (substance)	0.4	g	P	NA
C03DA04	eplerenone	407010008	Eplerenone (substance)	50	mg	O	NA
C03DB01	amiloride	387503008	Amiloride (substance)	10	mg	O	NA
C03DB02	triamterene	387053007	Triamterene (substance)	0.1	g	O	NA
C03XA01	tolvaptan	443058000	Tolvaptan (substance)	30	mg	O	NA
C04AA01	isoxsuprine	372818004	Isoxsuprine (substance)	60	mg	O	NA
C04AA01	isoxsuprine	372818004	Isoxsuprine (substance)	60	mg	P	NA
C04AA02	buphenine	111140007	Nylidrin (substance)	30	mg	O	NA
C04AA31	bamethan	703404009	Bamethan (substance)	75	mg	O	NA
C04AB01	phentolamine	372863003	Phentolamine (substance)	10	mg	O	NA
C04AB01	phentolamine	372863003	Phentolamine (substance)	10	mg	P	NA
C04AB02	tolazoline	363554004	Tolazoline (substance)	75	mg	O	NA
C04AC01	nicotinic acid	273943001	Nicotinic acid (substance)	0.2	g	O	NA
C04AC01	nicotinic acid	273943001	Nicotinic acid (substance)	0.2	g	P	NA
C04AC02	nicotinyl alcohol (pyridylcarbinol)	419062009	Nicotinyl alcohol (substance)	0.3	g	O	NA
C04AC02	nicotinyl alcohol (pyridylcarbinol)	419062009	Nicotinyl alcohol (substance)	0.3	g	P	NA
C04AC03	inositol nicotinate	414506003	Inositol niacinate (substance)	1.2	g	O	NA
C04AD02	xantinol nicotinate	708562005	Xantinol nicotinate (substance)	0.9	g	O	NA
C04AD02	xantinol nicotinate	708562005	Xantinol nicotinate (substance)	0.9	g	P	NA
C04AD03	pentoxifylline	387522004	Pentoxifylline (substance)	1	g	O	NA
C04AD03	pentoxifylline	387522004	Pentoxifylline (substance)	0.3	g	P	NA
C04AX01	cyclandelate	387405003	Cyclandelate (substance)	0.6	g	O	NA
C04AX02	phenoxybenzamine	372838003	Phenoxybenzamine (substance)	30	mg	O	NA
C04AX20	buflomedil	703405005	Buflomedil (substance)	0.6	g	O	NA
C04AX21	naftidrofuryl	395992001	Naftidrofuryl (substance)	0.6	g	O	NA
C04AX30	azapetine	30827002	Azapetine (substance)	0.15	g	O	NA
C07AA01	alprenolol	96294004	Alprenolol (substance)	0.4	g	O	NA
C07AA01	alprenolol	96294004	Alprenolol (substance)	0.4	g	P	NA
C07AA02	oxprenolol	387583006	Oxprenolol (substance)	0.16	g	O	NA
C07AA02	oxprenolol	387583006	Oxprenolol (substance)	0.16	g	P	NA
C07AA03	pindolol	387102009	Pindolol (substance)	15	mg	O	NA
C07AA03	pindolol	387102009	Pindolol (substance)	15	mg	P	NA
C07AA05	propranolol	372772003	Propranolol (substance)	0.16	g	O	NA
C07AA05	propranolol	372772003	Propranolol (substance)	0.16	g	P	NA
C07AA06	timolol	372880004	Timolol (substance)	20	mg	O	NA
C07AA06	timolol	372880004	Timolol (substance)	20	mg	P	NA
C07AA07	sotalol	372911006	Sotalol (substance)	0.16	g	O	NA
C07AA07	sotalol	372911006	Sotalol (substance)	0.16	g	P	NA
C07AA12	nadolol	387482003	Nadolol (substance)	0.16	g	O	NA
C07AA15	carteolol	386866004	Carteolol (substance)	10	mg	O	NA
C07AA16	tertatolol	716124003	Tertatolol (substance)	5	mg	O	NA
C07AA23	penbutolol	372505004	Penbutolol (substance)	40	mg	O	NA
C07AB01	practolol	387436006	Practolol (substance)	0.3	g	O	NA
C07AB01	practolol	387436006	Practolol (substance)	20	mg	P	NA
C07AB02	metoprolol	372826007	Metoprolol (substance)	0.15	g	O	NA
C07AB02	metoprolol	372826007	Metoprolol (substance)	0.15	g	P	NA
C07AB03	atenolol	387506000	Atenolol (substance)	75	mg	O	NA
C07AB03	atenolol	387506000	Atenolol (substance)	75	mg	P	NA
C07AB04	acebutolol	372815001	Acebutolol (substance)	0.4	g	O	NA
C07AB04	acebutolol	372815001	Acebutolol (substance)	0.4	g	P	NA
C07AB05	betaxolol	409276006	Betaxolol (substance)	20	mg	O	NA
C07AB07	bisoprolol	386868003	Bisoprolol (substance)	10	mg	O	NA
C07AB08	celiprolol	395960002	Celiprolol (substance)	0.2	g	O	NA
C07AB09	esmolol	372847006	Esmolol (substance)	2.5	g	P	NA
C07AB12	nebivolol	395808005	Nebivolol (substance)	5	mg	O	NA
C07AG01	labetalol	372750000	Labetalol (substance)	0.6	g	O	NA
C07AG01	labetalol	372750000	Labetalol (substance)	0.6	g	P	NA
C07AG02	carvedilol	386870007	Carvedilol (substance)	37.5	mg	O	NA
C08CA01	amlodipine	386864001	Amlodipine (substance)	5	mg	O	NA
C08CA02	felodipine	386863007	Felodipine (substance)	5	mg	O	NA
C08CA03	isradipine	386862002	Isradipine (substance)	5	mg	O	NA
C08CA03	isradipine	386862002	Isradipine (substance)	5	mg	P	NA
C08CA04	nicardipine	372502001	Nicardipine (substance)	90	mg	O	NA
C08CA04	nicardipine	372502001	Nicardipine (substance)	90	mg	P	NA
C08CA05	nifedipine	387490003	Nifedipine (substance)	30	mg	O	NA
C08CA05	nifedipine	387490003	Nifedipine (substance)	30	mg	P	NA
C08CA06	nimodipine	387502003	Nimodipine (substance)	0.3	g	O	NA
C08CA06	nimodipine	387502003	Nimodipine (substance)	50	mg	P	NA
C08CA07	nisoldipine	386861009	Nisoldipine (substance)	20	mg	O	NA
C08CA08	nitrendipine	444757009	Nitrendipine (substance)	20	mg	O	NA
C08CA09	lacidipine	395764001	Lacidipine (substance)	4	mg	O	NA
C08CA10	nilvadipine	713436005	Nilvadipine (substance)	8	mg	O	NA
C08CA11	manidipine	765322004	Manidipine (substance)	10	mg	O	NA
C08CA12	barnidipine	698052006	Barnidipine (substance)	10	mg	O	NA
C08CA13	lercanidipine	395986007	Lercanidipine (substance)	10	mg	O	NA
C08CA14	cilnidipine	1177123004	Cilnidipine (substance)	10	mg	O	NA
C08CX01	mibefradil	421651006	Mibefradil (substance)	75	mg	O	NA
C08DA01	verapamil	372754009	Verapamil (substance)	0.24	g	O	NA
C08DA01	verapamil	372754009	Verapamil (substance)	0.24	g	P	NA
C08DB01	diltiazem	372793000	Diltiazem (substance)	0.24	g	O	NA
C08EA02	bepridil	372503006	Bepridil (substance)	0.3	g	O	NA
C08EX01	lidoflazine	418865004	Lidoflazine (substance)	0.18	g	O	NA
C09AA01	captopril	387160004	Captopril (substance)	50	mg	O	NA
C09AA02	enalapril	372658000	Enalapril (substance)	10	mg	O	NA
C09AA02	enalapril	372658000	Enalapril (substance)	10	mg	P	NA
C09AA03	lisinopril	386873009	Lisinopril (substance)	10	mg	O	NA
C09AA04	perindopril	372916001	Perindopril (substance)	4	mg	O	NA
C09AA05	ramipril	386872004	Ramipril (substance)	2.5	mg	O	NA
C09AA06	quinapril	386874003	Quinapril (substance)	15	mg	O	NA
C09AA06	quinapril	386874003	Quinapril (substance)	15	mg	P	NA
C09AA07	benazepril	372511001	Benazepril (substance)	7.5	mg	O	NA
C09AA08	cilazapril	395947008	Cilazapril (substance)	2.5	mg	O	NA
C09AA09	fosinopril	372510000	Fosinopril (substance)	15	mg	O	NA
C09AA10	trandolapril	386871006	Trandolapril (substance)	2	mg	O	NA
C09AA11	spirapril	713473008	Spirapril (substance)	6	mg	O	NA
C09AA12	delapril	698093003	Delapril (substance)	30	mg	O	NA
C09AA13	moexipril	373442003	Moexipril (substance)	15	mg	O	NA
C09AA15	zofenopril	703340007	Zofenopril (substance)	30	mg	O	NA
C09AA16	imidapril	395984005	Imidapril (substance)	10	mg	O	NA
C09CA01	losartan	373567002	Losartan (substance)	50	mg	O	NA
C09CA02	eprosartan	396044005	Eprosartan (substance)	0.6	g	O	NA
C09CA03	valsartan	386876001	Valsartan (substance)	80	mg	O	NA
C09CA04	irbesartan	386877005	Irbesartan (substance)	0.15	g	O	NA
C09CA06	candesartan	372512008	Candesartan (substance)	8	mg	O	NA
C09CA07	telmisartan	387069000	Telmisartan (substance)	40	mg	O	NA
C09CA08	olmesartan medoxomil	412260006	Olmesartan medoxomil (substance)	20	mg	O	NA
C09CA09	azilsartan medoxomil	449561004	Azilsartan medoxomil (substance)	40	mg	O	NA
C09XA02	aliskiren	426725002	Aliskiren (substance)	0.15	g	O	NA
C10AA01	simvastatin	387584000	Simvastatin (substance)	30	mg	O	NA
C10AA02	lovastatin	96303004	Lovastatin (substance)	45	mg	O	NA
C10AA03	pravastatin	373566006	Pravastatin (substance)	30	mg	O	NA
C10AA04	fluvastatin	387585004	Fluvastatin (substance)	60	mg	O	NA
C10AA05	atorvastatin	373444002	Atorvastatin (substance)	20	mg	O	NA
C10AA06	cerivastatin	373443008	Cerivastatin (substance)	0.2	mg	O	NA
C10AA07	rosuvastatin	700067006	Rosuvastatin (substance)	10	mg	O	NA
C10AA08	pitavastatin	443586000	Pitavastatin (substance)	2	mg	O	NA
C10AB01	clofibrate	387439004	Clofibrate (substance)	2	g	O	NA
C10AB02	bezafibrate	396025003	Bezafibrate (substance)	0.6	g	O	NA
C10AB04	gemfibrozil	387189002	Gemfibrozil (substance)	1.2	g	O	NA
C10AB05	fenofibrate	386879008	Fenofibrate (substance)	0.2	g	O	micronised
C10AB08	ciprofibrate	395957009	Ciprofibrate (substance)	0.1	g	O	NA
C10AC01	colestyramine	387408001	Colestyramine (substance)	14	g	O	NA
C10AC02	colestipol	372811005	Colestipol (substance)	20	g	O	NA
C10AC04	colesevelam	442510005	Colesevelam (substance)	3.75	g	O	NA
C10AD02	nicotinic acid	273943001	Nicotinic acid (substance)	2	g	O	NA
C10AD05	nicotinyl alcohol (pyridylcarbinol)	419062009	Nicotinyl alcohol (substance)	0.9	g	O	NA
C10AD06	acipimox	391711008	Acipimox (substance)	0.5	g	O	NA
C10AX01	dextrothyroxine	59170000	Dextrothyroxine (substance)	4	mg	O	NA
C10AX09	ezetimibe	409149001	Ezetimibe (substance)	10	mg	O	NA
C10AX12	lomitapide	716228008	Lomitapide (substance)	40	mg	O	NA
C10AX13	evolocumab	716068004	Evolocumab (substance)	10	mg	P	NA
C10AX14	alirocumab	715186005	Alirocumab (substance)	5.4	mg	P	NA
D01BA01	griseofulvin	372807004	Griseofulvin (substance)	0.5	g	O	NA
D01BA02	terbinafine	373450007	Terbinafine (substance)	0.25	g	O	NA
D02BB01	betacarotene	103068006	Betacarotene (substance)	0.1	g	O	NA
D05BA01	trioxysalen	35464001	Trioxsalen (substance)	10	mg	O	NA
D05BA02	methoxsalen	41062004	Methoxsalen (substance)	10	mg	O	NA
D05BB01	etretinate	386937001	Etretinate (substance)	35	mg	O	NA
D05BB02	acitretin	386938006	Acitretin (substance)	35	mg	O	NA
D10BA01	isotretinoin	387208003	Isotretinoin (substance)	30	mg	O	NA
D11AH04	alitretinoin	116086005	Alitretinoin (substance)	20	mg	O	NA
D11AH05	dupilumab	733487000	Dupilumab (substance)	21.4	mg	P	NA
D11AX02	gamolenic acid	13121007	Gamolenic acid (substance)	0.4	g	O	NA
D11AX10	finasteride	386963006	Finasteride (substance)	1	mg	O	NA
G01AA01	nystatin	387048002	Nystatin (substance)	0.1	MU	V	NA
G01AA02	natamycin	372712006	Natamycin (substance)	25	mg	V	NA
G01AA03	amphotericin B	77703004	Amphotericin B (substance)	0.2	g	V	NA
G01AA04	candicidin	81816007	Candicidin (substance)	6	mg	V	NA
G01AA10	clindamycin	372786004	Clindamycin (substance)	0.1	g	V	NA
G01AB01	acetarsol	22236007	Acetarsol (substance)	0.5	g	V	NA
G01AC01	diiodohydroxyquinoline	387355005	Diiodohydroxyquinoline (substance)	0.2	g	V	NA
G01AC03	chlorquinaldol	255863008	Clorquinaldol (substance)	0.2	g	V	NA
G01AC05	dequalinium	395964006	Dequalinium (substance)	20	mg	V	NA
G01AD03	ascorbic acid	43706004	Ascorbic acid (substance)	0.25	g	V	NA
G01AF01	metronidazole	372602008	Metronidazole (substance)	0.5	g	V	NA
G01AF02	clotrimazole	387325003	Clotrimazole (substance)	0.1	g	V	NA
G01AF04	miconazole	372738006	Miconazole (substance)	0.1	g	V	NA
G01AF05	econazole	373471002	Econazole (substance)	0.1	g	V	NA
G01AF07	isoconazole	418371001	Isoconazole (substance)	0.6	g	V	NA
G01AF08	tioconazole	395909003	Tioconazole (substance)	0.3	g	V	Single dose treatment
G01AF11	ketoconazole	387216007	Ketoconazole (substance)	0.4	g	V	NA
G01AF12	fenticonazole	419234006	Fenticonazole (substance)	0.1	g	V	NA
G01AF15	butoconazole	372878005	Butoconazole (substance)	0.1	g	V	NA
G01AG02	terconazole	387140007	Terconazole (substance)	80	mg	V	NA
G01AX01	clodantoin	25571003	Clodantoin (substance)	0.1	g	V	NA
G01AX03	policresulen	703562008	Policresulen (substance)	90	mg	V	NA
G01AX05	nifuratel	703418002	Nifuratel (substance)	0.6	g	O	NA
G01AX05	nifuratel	703418002	Nifuratel (substance)	0.6	g	V	NA
G01AX11	povidone-iodine	386989006	Povidone iodine (substance)	0.2	g	V	NA
G02AB01	methylergometrine	126074008	Methylergometrine (substance)	0.2	mg	O	NA
G02AB01	methylergometrine	126074008	Methylergometrine (substance)	0.2	mg	P	NA
G02AB03	ergometrine	126071000	Ergometrine (substance)	0.2	mg	O	NA
